,age,ast,blk,date_game,drb,fg,fg2,fg2_pct,fg2a,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,game_location,game_result,game_score,gs,mp,opp_id,orb,pf,player,pos,pts,stl,team_id,tov,trb
16651,31-252,1,0,2017-01-12,6,1,1,.333,3,0,.000,2,.200,5,0,,0,,L,1.4,0,26,DAL,2,1,P.J. Tucker,F,2,0,PHO,1,8
16652,31-259,2,0,2017-01-19,5,1,1,.250,4,0,.000,1,.200,5,0,,0,@,L,3.0,0,29,CLE,0,2,P.J. Tucker,F,2,2,PHO,0,5
16654,28-015,2,1,2016-11-11,4,1,1,.250,4,0,,0,.250,4,0,,0,,W,0.7,0,23,SAC,0,3,Evan Turner,G,2,0,POR,1,4
16655,28-076,11,1,2017-01-11,7,1,1,.200,5,0,.000,2,.143,7,0,,0,,W,5.9,0,28,CLE,1,2,Evan Turner,G,2,2,POR,4,8
16656,34-157,1,0,2016-12-09,0,0,0,,0,0,,0,,0,2,1.000,2,@,W,2.7,0,4,MIN,0,0,Beno Udrih,G,2,0,DET,0,0
16657,34-167,2,0,2016-12-19,0,1,1,1.000,1,0,,0,1.000,1,0,,0,@,L,3.1,0,6,CHI,0,0,Beno Udrih,G,2,0,DET,0,0
16658,20-295,1,1,2016-10-26,1,1,1,.333,3,0,,0,.333,3,0,,0,,L,2.6,0,14,SAC,0,1,Tyler Ulis,G,2,2,PHO,1,1
16659,20-297,1,0,2016-10-28,0,1,1,1.000,1,0,,0,1.000,1,0,,0,@,L,2.4,0,2,OKC,0,0,Tyler Ulis,G,2,0,PHO,0,0
16660,20-312,1,0,2016-11-12,0,1,1,.333,3,0,,0,.333,3,0,,0,,L,0.6,0,11,BRK,0,1,Tyler Ulis,G,2,1,PHO,1,0
16661,20-337,2,0,2016-12-07,0,1,1,.500,2,0,,0,.500,2,0,,0,,L,1.6,0,6,IND,0,2,Tyler Ulis,G,2,0,PHO,0,0
16662,20-345,2,0,2016-12-15,1,1,1,.500,2,0,,0,.500,2,0,,0,,L,1.7,0,5,SAS,0,0,Tyler Ulis,G,2,0,PHO,1,1
16663,20-356,1,0,2016-12-26,1,1,1,.500,2,0,,0,.500,2,0,,0,@,L,2.0,0,6,HOU,0,0,Tyler Ulis,G,2,0,PHO,0,1
16664,20-364,1,0,2017-01-03,0,1,1,.250,4,0,,0,.250,4,0,,0,,W,1.2,0,13,MIA,1,2,Tyler Ulis,G,2,1,PHO,0,1
16665,21-014,0,0,2017-01-19,1,1,1,.500,2,0,.000,1,.333,3,0,,0,@,L,-0.8,0,10,CLE,0,1,Tyler Ulis,G,2,1,PHO,2,1
16666,21-036,2,0,2017-02-10,0,1,1,1.000,1,0,,0,1.000,1,0,,0,,W,3.1,0,2,CHI,0,0,Tyler Ulis,G,2,0,PHO,0,0
16667,21-041,4,0,2017-02-15,0,1,1,1.000,1,0,,0,1.000,1,0,,0,,W,3.1,0,6,LAL,0,1,Tyler Ulis,G,2,0,PHO,1,0
16668,24-211,1,0,2016-12-03,2,1,1,.250,4,0,,0,.250,4,0,,0,,W,1.2,1,21,ATL,3,2,Jonas Valanciunas,C,2,2,TOR,3,5
16669,24-242,0,0,2017-01-03,5,1,1,.200,5,0,,0,.200,5,0,,0,@,L,-0.7,1,22,SAS,1,2,Jonas Valanciunas,C,2,0,TOR,1,6
16670,23-019,0,0,2016-12-05,4,1,1,1.000,1,0,.000,5,.167,6,0,,0,,L,-2.4,0,22,POR,0,2,Denzel Valentine,G,2,0,CHI,1,4
16671,23-024,0,0,2016-12-10,1,0,0,.000,1,0,,0,.000,1,2,1.000,2,,W,1.6,0,5,MIA,0,0,Denzel Valentine,G,2,0,CHI,0,1
16672,23-045,0,0,2016-12-31,0,1,1,1.000,1,0,.000,1,.500,2,0,,0,,L,1.0,0,2,MIL,0,0,Denzel Valentine,G,2,1,CHI,1,0
16673,22-281,0,0,2016-12-02,0,1,1,1.000,1,0,.000,1,.500,2,0,,0,,W,0.6,0,4,LAL,0,1,Fred VanVleet,G,2,1,TOR,1,0
16675,22-313,0,0,2017-01-03,0,1,1,.500,2,0,,0,.500,2,0,,0,@,L,2.0,0,5,SAS,0,0,Fred VanVleet,G,2,1,TOR,0,0
16676,22-328,1,0,2017-01-18,2,1,1,.500,2,0,,0,.500,2,0,,0,@,L,1.9,0,6,PHI,0,1,Fred VanVleet,G,2,0,TOR,0,2
16677,22-330,0,0,2017-01-20,1,1,1,.250,4,0,.000,2,.167,6,0,,0,@,L,-0.8,0,5,CHO,1,0,Fred VanVleet,G,2,0,TOR,0,2
16678,34-043,1,0,2016-11-10,2,0,0,.000,1,0,,0,.000,1,2,1.000,2,@,W,4.0,0,5,DEN,2,0,Anderson Varejao,F-C,2,0,GSW,0,4
16679,34-059,0,0,2016-11-26,1,1,1,.500,2,0,,0,.500,2,0,,0,,W,1.3,0,4,MIN,0,0,Anderson Varejao,F-C,2,0,GSW,0,1
16680,34-106,1,0,2017-01-12,1,1,1,.500,2,0,,0,.500,2,0,.000,1,,W,0.2,0,6,DET,0,1,Anderson Varejao,F-C,2,0,GSW,1,1
16681,34-126,0,0,2017-02-01,0,1,1,.500,2,0,,0,.500,2,0,,0,,W,0.9,0,6,CHO,1,2,Anderson Varejao,F-C,2,1,GSW,1,1
16682,29-287,0,0,2016-10-29,1,1,1,.333,3,0,.000,1,.250,4,0,,0,@,L,-0.1,0,7,MIL,0,0,Greivis Vasquez,G,2,0,BRK,0,1
16683,20-071,0,0,2016-10-26,1,1,1,.500,2,0,.000,1,.333,3,0,,0,,L,-0.2,0,8,CHO,0,2,Rashad Vaughn,G,2,0,MIL,0,1
16684,20-155,0,0,2017-01-18,0,1,1,.500,2,0,.000,1,.333,3,0,,0,@,L,1.3,0,3,HOU,0,0,Rashad Vaughn,G,2,1,MIL,0,0
16685,20-179,1,1,2017-02-11,1,1,1,.250,4,0,.000,1,.200,5,0,,0,@,W,1.2,0,25,IND,0,1,Rashad Vaughn,G,2,1,MIL,0,1
16686,21-088,0,2,2016-11-20,3,1,1,1.000,1,0,,0,1.000,1,0,,0,@,W,0.6,0,15,BRK,0,6,Noah Vonleh,F,2,1,POR,2,3
16687,21-090,0,1,2016-11-22,2,0,0,,0,0,,0,,0,2,1.000,2,@,L,1.3,0,6,NYK,0,0,Noah Vonleh,F,2,0,POR,2,2
16688,21-098,1,0,2016-11-30,1,1,1,1.000,1,0,,0,1.000,1,0,,0,,W,2.7,0,2,IND,0,0,Noah Vonleh,F,2,0,POR,0,1
16689,21-110,0,1,2016-12-12,2,1,1,.333,3,0,,0,.333,3,0,,0,@,L,2.2,0,15,LAC,2,2,Noah Vonleh,F,2,1,POR,1,4
16690,21-128,0,0,2016-12-30,2,1,1,1.000,1,0,,0,1.000,1,0,,0,@,L,2.3,0,9,SAS,0,0,Noah Vonleh,F,2,0,POR,0,2
16691,21-133,0,0,2017-01-04,2,1,1,.333,3,0,,0,.333,3,0,,0,@,L,2.3,0,7,GSW,2,0,Noah Vonleh,F,2,0,POR,0,4
16692,21-140,0,1,2017-01-11,2,0,0,.000,1,0,,0,.000,1,2,1.000,2,,W,2.9,0,4,CLE,1,1,Noah Vonleh,F,2,0,POR,0,3
16693,21-169,1,1,2017-02-09,6,1,1,.333,3,0,,0,.333,3,0,,0,,L,2.8,1,16,BOS,3,2,Noah Vonleh,F,2,0,POR,2,9
16694,26-021,1,1,2016-11-14,12,1,1,.100,10,0,,0,.100,10,0,,0,@,L,-4.2,1,25,IND,0,4,Nikola Vucevic,C,2,0,ORL,3,12
16696,32-238,1,0,2016-11-01,2,1,1,.500,2,0,,0,.500,2,0,,0,@,L,2.3,0,5,DET,0,0,Sasha Vujacic,G,2,0,NYK,0,2
16697,32-239,1,0,2016-11-02,2,1,1,.500,2,0,.000,1,.333,3,0,,0,,L,0.2,0,10,HOU,0,1,Sasha Vujacic,G,2,0,NYK,1,2
16698,32-276,1,0,2016-12-09,0,1,1,1.000,1,0,,0,1.000,1,0,,0,@,W,-2.2,0,9,SAC,0,4,Sasha Vujacic,G,2,0,NYK,3,0
16699,32-295,1,0,2016-12-28,4,1,1,.250,4,0,.000,3,.143,7,0,,0,@,L,0.7,1,27,ATL,1,1,Sasha Vujacic,G,2,1,NYK,0,5
16700,24-333,4,0,2016-11-07,1,1,1,.125,8,0,.000,1,.111,9,0,,0,@,L,-0.8,1,27,OKC,0,0,Dion Waiters,G,2,1,MIA,1,1
16701,23-074,0,0,2016-11-18,0,1,1,.500,2,0,,0,.500,2,0,,0,@,W,0.0,1,9,IND,0,0,T.J. Warren,F,2,0,PHO,1,0
16702,23-103,0,1,2016-12-17,1,1,1,1.000,1,0,,0,1.000,1,0,,0,@,L,3.0,0,14,OKC,1,1,T.J. Warren,F,2,0,PHO,0,2
16703,23-120,0,1,2017-01-03,0,1,1,.500,2,0,.000,1,.333,3,0,,0,,W,-0.8,1,17,MIA,0,2,T.J. Warren,F,2,0,PHO,1,0
16704,32-220,1,0,2016-11-23,2,1,1,.500,2,0,.000,2,.250,4,0,.000,1,,L,2.5,0,14,PHO,0,0,C.J. Watson,G,2,2,ORL,0,2
16705,32-224,0,0,2016-11-27,1,0,0,.000,4,0,.000,2,.000,6,2,1.000,2,,L,-3.3,0,21,MIL,0,1,C.J. Watson,G,2,1,ORL,2,1
16706,32-228,1,0,2016-12-01,0,0,0,.000,1,0,.000,2,.000,3,2,.667,3,@,L,1.2,0,12,MEM,0,0,C.J. Watson,G,2,1,ORL,0,0
16707,32-296,4,0,2017-02-07,3,1,1,.333,3,0,.000,2,.200,5,0,,0,@,L,1.4,0,23,HOU,0,3,C.J. Watson,G,2,1,ORL,1,3
16708,24-041,1,0,2017-02-08,2,1,1,.500,2,0,,0,.500,2,0,,0,,W,2.3,0,7,CHI,0,0,Briante Weber,PG,2,0,GSW,0,2
16709,24-046,3,1,2017-02-13,1,1,1,.500,2,0,.000,1,.333,3,0,,0,@,L,3.6,0,24,DEN,0,2,Briante Weber,PG,2,1,GSW,0,1
16710,36-057,0,1,2016-10-25,1,1,1,.500,2,0,,0,.500,2,0,,0,,L,-1.1,0,11,SAS,1,2,David West,F,2,1,GSW,4,2
16711,36-066,0,0,2016-11-03,2,1,1,.500,2,0,,0,.500,2,0,,0,,W,-0.8,0,6,OKC,0,1,David West,F,2,0,GSW,2,2
16712,36-076,1,0,2016-11-13,1,1,1,.500,2,0,,0,.500,2,0,,0,,W,1.0,0,6,PHO,0,0,David West,F,2,0,GSW,1,1
16713,36-088,3,0,2016-11-25,1,1,1,1.000,1,0,,0,1.000,1,0,,0,@,W,2.2,0,11,LAL,1,4,David West,F,2,1,GSW,2,2
16714,36-089,2,0,2016-11-26,1,1,1,.500,2,0,,0,.500,2,0,.000,2,,W,1.2,0,9,MIN,1,1,David West,F,2,1,GSW,2,2
16715,36-100,3,0,2016-12-07,4,0,0,.000,1,0,,0,.000,1,2,1.000,2,@,W,3.4,0,11,LAC,0,3,David West,F,2,0,GSW,0,4
16717,36-106,3,0,2016-12-13,3,1,1,.250,4,0,,0,.250,4,0,,0,@,W,1.6,0,12,NOP,0,0,David West,F,2,0,GSW,1,3
16718,36-108,4,1,2016-12-15,3,1,1,1.000,1,0,,0,1.000,1,0,,0,,W,6.4,0,10,NYK,1,1,David West,F,2,2,GSW,2,4
16719,36-126,3,0,2017-01-02,1,1,1,.250,4,0,,0,.250,4,0,,0,,W,2.3,0,13,DEN,1,1,David West,F,2,0,GSW,0,2
16720,36-132,2,0,2017-01-08,4,1,1,.333,3,0,,0,.333,3,0,,0,@,W,3.2,0,15,SAC,1,1,David West,F,2,1,GSW,1,5
16721,36-134,3,0,2017-01-10,4,1,1,.250,4,0,,0,.250,4,0,,0,,W,4.6,0,12,MIA,1,0,David West,F,2,1,GSW,0,5
16722,36-136,0,0,2017-01-12,0,1,1,.333,3,0,.000,1,.250,4,0,,0,,W,0.2,0,9,DET,0,1,David West,F,2,1,GSW,0,0
16723,21-323,0,1,2017-01-25,3,0,0,.000,5,0,,0,.000,5,2,1.000,2,,L,-3.1,0,15,MIA,0,3,Isaiah Whitehead,G,2,0,BRK,2,3
16724,21-334,1,0,2017-02-05,1,1,1,.333,3,0,.000,1,.250,4,0,,0,,L,-0.8,1,15,TOR,0,1,Isaiah Whitehead,G,2,0,BRK,1,1
16725,24-182,0,0,2017-02-11,0,1,1,1.000,1,0,.000,1,.500,2,0,,0,@,L,0.2,0,18,PHI,0,2,Okaro White,F,2,0,MIA,0,0
16726,25-345,2,0,2016-12-09,2,1,1,1.000,1,0,.000,2,.333,3,0,,0,@,L,2.3,0,8,CHO,0,0,C.J. Wilcox,G,2,0,ORL,0,2
16727,23-277,0,0,2016-10-31,1,1,1,1.000,1,0,,0,1.000,1,0,,0,@,L,0.0,0,4,LAC,0,0,Alan Williams,F-C,2,0,PHO,2,1
16728,23-289,0,0,2016-11-12,0,1,1,1.000,1,0,,0,1.000,1,0,,0,,L,1.7,0,2,BRK,0,0,Alan Williams,F-C,2,0,PHO,0,0
16729,23-310,0,0,2016-12-03,0,1,1,.333,3,0,,0,.333,3,0,.000,2,@,L,-0.6,0,4,GSW,1,2,Alan Williams,F-C,2,1,PHO,1,1
16730,23-322,0,0,2016-12-15,0,1,1,.333,3,0,,0,.333,3,0,,0,,L,2.7,0,7,SAS,4,1,Alan Williams,F-C,2,0,PHO,0,4
16731,23-324,0,0,2016-12-17,0,1,1,.333,3,0,,0,.333,3,0,,0,@,L,1.3,0,2,OKC,2,1,Alan Williams,F-C,2,0,PHO,0,2
16732,23-333,0,1,2016-12-26,1,0,0,,0,0,,0,,0,2,1.000,2,@,L,4.6,0,6,HOU,0,1,Alan Williams,F-C,2,2,PHO,0,1
16733,23-354,0,0,2017-01-16,0,1,1,.500,2,0,,0,.500,2,0,,0,,L,0.2,0,4,UTA,0,2,Alan Williams,F-C,2,0,PHO,0,0
16734,24-014,0,1,2017-02-11,3,0,0,.000,2,0,,0,.000,2,2,1.000,2,@,L,-2.1,0,10,HOU,1,5,Alan Williams,F-C,2,0,PHO,3,4
16735,24-018,1,0,2017-02-15,6,1,1,.500,2,0,,0,.500,2,0,,0,,W,3.5,0,5,LAL,0,0,Alan Williams,F-C,2,0,PHO,0,6
16736,32-232,1,0,2017-02-13,1,1,1,1.000,1,0,,0,1.000,1,0,,0,,L,-1.1,1,13,BOS,0,2,Deron Williams,G,2,1,DAL,4,1
16738,25-176,1,0,2016-11-17,0,1,1,.250,4,0,.000,1,.200,5,0,,0,,W,0.6,1,15,MIL,2,1,Derrick Williams,F,2,0,MIA,0,2
16739,25-228,2,0,2017-01-08,3,1,1,.250,4,0,.000,1,.200,5,0,,0,@,L,-1.4,1,21,LAC,0,4,Derrick Williams,F,2,1,MIA,2,3
16740,25-255,0,0,2017-02-04,1,1,1,1.000,1,0,.000,1,.500,2,0,,0,,W,-1.5,0,8,PHI,0,2,Derrick Williams,F,2,0,MIA,2,1
16741,30-087,0,0,2016-12-10,2,1,1,.333,3,0,.000,1,.250,4,0,,0,@,L,0.2,0,16,LAC,0,0,Reggie Williams,F,2,0,NOP,0,2
16742,21-322,1,0,2016-11-16,0,1,1,1.000,1,0,,0,1.000,1,0,,0,@,W,3.0,0,9,LAC,0,1,Troy Williams,F,2,1,MEM,0,0
16743,21-325,0,0,2016-11-19,0,1,1,1.000,1,0,,0,1.000,1,0,,0,,W,1.3,0,2,MIN,0,1,Troy Williams,F,2,0,MEM,0,0
16744,21-352,0,1,2016-12-16,1,1,1,.333,3,0,,0,.333,3,0,,0,,L,-0.5,1,16,SAC,0,2,Troy Williams,F,2,0,MEM,1,1
16745,20-263,2,0,2016-12-14,2,1,1,.250,4,0,.000,1,.200,5,0,.000,2,,W,-0.3,0,21,IND,0,1,Justise Winslow,F,2,1,MIA,1,2
16746,26-255,0,0,2016-11-17,0,1,1,1.000,1,0,,0,1.000,1,0,,0,,L,0.7,0,6,CHI,0,0,Jeff Withey,C,2,0,UTA,1,0
16747,26-263,0,2,2016-11-25,2,1,1,.500,2,0,,0,.500,2,0,.000,2,,W,-0.3,0,15,ATL,1,3,Jeff Withey,C,2,0,UTA,2,3
16748,26-271,0,0,2016-12-03,0,1,1,1.000,1,0,,0,1.000,1,0,,0,,W,2.0,0,4,DEN,1,1,Jeff Withey,C,2,0,UTA,0,1
16749,26-274,0,1,2016-12-06,1,1,1,.500,2,0,,0,.500,2,0,,0,,W,2.9,0,10,PHO,1,2,Jeff Withey,C,2,1,UTA,0,2
16750,26-276,0,0,2016-12-08,1,1,1,.250,4,0,,0,.250,4,0,,0,,L,2.0,0,6,GSW,3,0,Jeff Withey,C,2,0,UTA,0,4
16751,26-278,0,3,2016-12-10,6,0,0,.000,2,0,,0,.000,2,2,1.000,2,,W,5.8,0,12,SAC,1,1,Jeff Withey,C,2,1,UTA,0,7
16752,26-338,0,0,2017-02-08,1,1,1,1.000,1,0,,0,1.000,1,0,,0,@,W,1.6,0,5,NOP,0,1,Jeff Withey,C,2,0,UTA,0,1
16753,26-345,0,1,2017-02-15,0,1,1,.250,4,0,,0,.250,4,0,,0,,W,0.7,0,2,POR,2,0,Jeff Withey,C,2,0,UTA,1,2
16754,29-119,0,0,2017-02-01,1,1,1,1.000,1,0,.000,1,.500,2,0,,0,@,W,2.0,0,5,DEN,1,0,Brandan Wright,F-C,2,0,MEM,0,2
16755,24-294,1,0,2017-02-14,1,1,1,1.000,1,0,.000,1,.500,2,0,,0,@,L,1.6,0,10,CHI,0,1,Delon Wright,G,2,0,TOR,0,1
16756,21-094,1,0,2016-11-18,3,1,1,1.000,1,0,.000,2,.333,3,0,,0,,L,1.9,0,12,GSW,0,0,James Young,G-F,2,0,BOS,0,3
16757,21-176,0,0,2017-02-08,0,1,1,1.000,1,0,,0,1.000,1,0,,0,@,L,1.7,0,2,SAC,0,0,James Young,G-F,2,0,BOS,0,0
16759,24-144,0,0,2016-11-18,0,1,1,1.000,1,0,.000,1,.500,2,0,,0,,L,1.0,0,3,PHO,0,0,Joe Young,G,2,0,IND,0,0
16760,24-151,4,0,2016-11-25,1,1,1,.500,2,0,.000,1,.333,3,0,,0,,W,3.4,0,9,BRK,0,0,Joe Young,G,2,0,IND,0,1
16761,24-156,0,0,2016-11-30,0,0,0,,0,0,.000,1,.000,1,2,1.000,2,@,L,0.3,0,3,POR,0,0,Joe Young,G,2,0,IND,1,0
16762,24-233,1,0,2017-02-15,0,1,1,1.000,1,0,.000,1,.500,2,0,,0,@,L,1.7,0,3,CLE,0,0,Joe Young,G,2,0,IND,0,0
16763,31-221,0,1,2017-01-08,1,1,1,.333,3,0,.000,4,.143,7,0,,0,,W,-3.5,1,19,ORL,0,0,Nick Young,G-F,2,0,LAL,2,1
16764,24-072,1,3,2016-12-16,4,1,1,.143,7,0,,0,.143,7,0,,0,@,L,5.5,1,27,BOS,6,3,Cody Zeller,F-C,2,2,CHO,1,10
16765,26-286,1,1,2016-10-29,4,1,1,1.000,1,0,,0,1.000,1,0,,0,@,W,3.1,0,12,CHO,0,3,Tyler Zeller,F-C,2,0,BOS,0,4
16766,26-307,0,0,2016-11-19,0,1,1,.333,3,0,,0,.333,3,0,,0,@,W,1.0,0,4,DET,1,0,Tyler Zeller,F-C,2,0,BOS,0,1
16767,26-309,1,0,2016-11-21,3,1,1,1.000,1,0,,0,1.000,1,0,,0,@,W,2.9,0,9,MIN,0,1,Tyler Zeller,F-C,2,0,BOS,0,3
16768,26-311,0,2,2016-11-23,3,1,1,.500,2,0,,0,.500,2,0,,0,@,W,3.6,0,8,BRK,1,1,Tyler Zeller,F-C,2,0,BOS,0,4
16769,26-332,2,0,2016-12-14,1,1,1,.333,3,0,,0,.333,3,0,,0,@,L,2.0,0,12,SAS,0,0,Tyler Zeller,F-C,2,0,BOS,0,1
16770,26-341,0,0,2016-12-23,0,1,1,.500,2,0,,0,.500,2,0,,0,,L,0.6,0,7,OKC,0,1,Tyler Zeller,F-C,2,0,BOS,0,0
16771,27-023,0,0,2017-02-09,1,1,1,1.000,1,0,,0,1.000,1,0,,0,@,W,0.6,0,7,POR,2,2,Tyler Zeller,F-C,2,0,BOS,2,3
16772,27-029,1,0,2017-02-15,2,1,1,1.000,1,0,,0,1.000,1,0,,0,,W,1.6,0,9,PHI,0,1,Tyler Zeller,F-C,2,0,BOS,1,2
16773,20-061,0,0,2016-11-09,0,1,1,1.000,1,0,,0,1.000,1,0,.000,1,,L,1.3,0,3,MIN,0,0,Stephen Zimmerman,C,2,0,ORL,0,0
16774,20-092,0,0,2016-12-10,1,1,1,.500,2,0,,0,.500,2,0,,0,,L,1.3,0,7,DEN,0,0,Stephen Zimmerman,C,2,0,ORL,0,1
16775,22-342,0,2,2017-01-25,3,0,0,.000,1,0,.000,3,.000,4,2,1.000,2,,L,1.1,0,23,ATL,0,1,Paul Zipser,G-F,2,0,CHI,0,3
16776,19-264,0,0,2016-12-07,0,0,0,.000,2,0,,0,.000,2,2,1.000,2,@,L,0.6,0,5,HOU,0,0,Ivica Zubac,C,2,0,LAL,0,0
16777,19-302,0,0,2017-01-14,0,1,1,1.000,1,0,,0,1.000,1,0,,0,@,L,1.7,0,3,LAC,0,0,Ivica Zubac,C,2,0,LAL,0,0
16778,19-310,1,1,2017-01-22,3,1,1,.500,2,0,,0,.500,2,0,,0,@,L,2.6,0,19,DAL,1,1,Ivica Zubac,C,2,0,LAL,1,4
16780,23-096,2,0,2016-11-05,2,0,0,.000,1,0,,0,.000,1,1,1.000,1,,W,2.9,0,17,MIN,0,1,Alex Abrines,G-F,1,1,OKC,0,2
16781,28-058,0,0,2016-12-28,1,0,0,.000,1,0,,0,.000,1,1,.500,2,@,L,1.2,0,4,DEN,2,1,Cole Aldrich,C,1,0,MIN,0,3
16782,26-036,2,1,2016-10-27,8,0,0,.000,1,0,.000,5,.000,6,1,.500,2,,L,-2.7,1,25,LAC,0,4,Al-Farouq Aminu,F,1,0,POR,2,8
16783,34-080,0,0,2017-01-04,0,0,0,,0,0,,0,,0,1,.333,3,,W,-0.2,0,6,MEM,0,1,Alan Anderson,G-F,1,0,LAC,0,0
16784,30-154,0,0,2016-12-05,3,0,0,.000,3,0,,0,.000,3,1,.500,2,,L,-1.0,1,13,MEM,0,1,Omer Asik,C,1,0,NOP,0,3
16785,27-159,0,0,2016-11-26,2,0,0,.000,2,0,.000,2,.000,4,1,.500,2,,L,-2.0,0,16,MEM,0,1,Luke Babbitt,F,1,0,MIA,0,2
16786,27-164,0,0,2016-12-01,0,0,0,,0,0,,0,,0,1,.500,2,@,W,1.2,1,8,UTA,0,1,Luke Babbitt,F,1,1,MIA,0,0
16787,23-283,2,0,2017-01-07,2,0,0,,0,0,.000,1,.000,1,1,.500,2,@,L,1.7,0,12,IND,0,3,Ron Baker,G,1,1,NYK,0,2
16788,23-308,0,0,2017-02-01,0,0,0,.000,3,0,.000,1,.000,4,1,.333,3,@,W,-3.0,0,5,BRK,0,1,Ron Baker,G,1,1,NYK,1,0
16789,25-322,0,0,2016-11-23,4,0,0,.000,4,0,.000,2,.000,6,1,.250,4,@,L,-3.5,1,17,UTA,1,0,Will Barton,G,1,0,DEN,1,5
16790,26-016,6,1,2017-01-22,2,0,0,.000,2,0,,0,.000,2,1,.500,2,@,L,3.3,0,26,MIN,0,1,Will Barton,G,1,1,DEN,2,2
16791,27-144,1,0,2016-11-22,0,0,0,.000,3,0,.000,3,.000,6,1,.500,2,,L,-3.2,1,18,NOP,1,0,Kent Bazemore,G-F,1,1,ATL,2,1
16792,19-360,0,0,2016-11-20,0,0,0,,0,0,,0,,0,1,.500,2,,W,0.2,0,2,UTA,0,1,Malik Beasley,G,1,0,DEN,0,0
16793,22-146,0,0,2016-11-27,0,0,0,,0,0,.000,1,.000,1,1,.500,2,@,L,0.9,0,3,LAL,0,0,DeAndre' Bembry,F,1,1,ATL,0,0
16794,24-023,1,0,2016-12-05,1,0,0,,0,0,.000,3,.000,3,1,.500,2,@,W,-3.1,0,8,MIL,0,4,Davis Bertans,F,1,0,SAS,1,1
16795,28-138,4,2,2016-11-27,2,0,0,.000,2,0,.000,3,.000,5,1,.500,2,@,W,0.6,1,35,POR,1,5,Patrick Beverley,G,1,0,HOU,0,3
16796,28-173,1,1,2016-10-29,2,0,0,,0,0,.000,3,.000,3,1,.500,2,@,L,-2.7,0,13,SAC,0,3,Nemanja Bjelica,F,1,0,MIN,2,2
16797,22-327,0,0,2016-12-20,1,0,0,.000,1,0,,0,.000,1,1,.500,2,@,L,0.9,0,4,GSW,1,0,Joel Bolomboy,F,1,0,UTA,0,2
16798,30-275,1,0,2016-12-05,2,0,0,,0,0,.000,3,.000,3,1,.500,2,,W,-1.0,0,13,BOS,0,2,Corey Brewer,F-G,1,0,HOU,0,2
16799,30-293,0,0,2016-12-23,0,0,0,.000,3,0,,0,.000,3,1,.500,2,@,L,-0.8,0,5,MEM,1,0,Corey Brewer,F-G,1,0,HOU,0,1
16801,23-245,0,0,2016-11-02,0,0,0,.000,1,0,,0,.000,1,1,.500,2,@,L,-0.1,0,2,UTA,0,0,Nicolas Brussino,G-F,1,0,DAL,0,0
16802,27-117,7,0,2017-01-09,2,0,0,.000,4,0,.000,2,.000,6,1,.500,2,,L,0.9,1,29,OKC,0,0,Jimmy Butler,G-F,1,0,CHI,1,2
16803,23-263,0,0,2016-11-07,1,0,0,.000,6,0,,0,.000,6,1,.333,3,@,L,-4.5,1,23,LAC,0,2,Kentavious Caldwell-Pope,G,1,0,DET,0,1
16804,25-077,2,0,2016-12-26,5,0,0,.000,3,0,.000,2,.000,5,1,.500,2,,W,-0.4,0,19,IND,0,1,Michael Carter-Williams,G,1,1,CHI,1,5
16805,23-308,1,1,2016-11-09,1,0,0,,0,0,,0,,0,1,.500,2,@,L,2.3,0,8,LAC,0,0,Pat Connaughton,G,1,0,POR,0,1
16806,26-015,3,0,2016-12-29,4,0,0,.000,4,0,.000,7,.000,11,1,.500,2,@,L,-3.9,1,32,UTA,3,3,Robert Covington,F,1,1,PHI,2,7
16807,36-269,1,0,2016-12-14,1,0,0,.000,3,0,.000,2,.000,5,1,.500,2,@,W,-2.9,0,19,ORL,0,0,Jamal Crawford,G,1,0,LAC,1,1
16808,27-165,0,0,2016-11-17,3,0,0,.000,2,0,,0,.000,2,1,.500,2,@,L,1.2,0,12,HOU,3,5,Ed Davis,F,1,1,POR,0,6
16809,27-081,0,0,2016-11-01,4,0,0,.000,3,0,,0,.000,3,1,.500,2,,L,-1.8,0,12,UTA,1,3,Dewayne Dedmon,C,1,0,SAS,1,5
16810,27-089,0,0,2016-11-09,0,0,0,,0,0,,0,,0,1,.500,2,,L,0.6,0,4,HOU,0,0,Dewayne Dedmon,C,1,0,SAS,0,0
16811,27-249,3,0,2016-11-15,2,0,0,.000,3,0,,0,.000,3,1,1.000,1,@,W,-0.8,0,15,MIA,0,1,Malcolm Delaney,G,1,0,ATL,2,2
16812,34-266,1,0,2017-01-07,1,0,0,.000,2,0,.000,1,.000,3,1,.500,2,@,W,0.1,0,11,MIN,0,1,Boris Diaw,F-C,1,1,UTA,0,1
16813,31-086,4,1,2017-01-20,1,0,0,.000,1,0,,0,.000,1,1,.500,2,@,L,4.6,0,24,LAL,1,2,Monta Ellis,G,1,1,IND,0,2
16814,26-210,0,1,2017-01-27,2,0,0,.000,1,0,.000,2,.000,3,1,.500,2,@,L,-0.6,0,15,POR,0,1,James Ennis,F,1,0,MEM,0,2
16815,22-075,3,0,2016-11-07,0,0,0,,0,0,.000,2,.000,2,1,.500,2,@,W,-1.5,0,8,WAS,0,2,Tyler Ennis,G,1,0,HOU,2,0
16816,27-081,1,0,2017-02-08,1,0,0,.000,2,0,,0,.000,2,1,.500,2,@,L,0.5,1,10,ATL,1,1,Kenneth Faried,F,1,0,DEN,0,2
